fecha,Internacional_count,Nacional_count,paginas_totales,proporcion_total,proporcion_ajustada,deportes,estrellas,familia,internacional_x,loteria,modelo_x,noticias,opinion,publicidad externa,publicidad interna,reportajes,variedades,chipi_presente,deportes_seccion,estrellas_seccion,familia_seccion,internacional_seccion,loteria_seccion,modelo_seccion,noticias_seccion,opinion_seccion,publicidad externa_seccion,publicidad interna_seccion,reportajes_seccion,variedades_seccion,year,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional_y,modelo_portada,especial,publicidad,modelo_y,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
2022-09-05,5.0,3.0,35.0,2150.0,61.43,3.75,3.5,3.14,3.75,0.0,0.0,4.43,2.0,0.0,3.0,4.0,4.0,1.0,8.0,2.0,7.0,4.0,1.0,0.0,7.0,2.0,0.0,1.0,2.0,1.0,2022.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,103353.0,100737.0,7531.0,93206.0
2022-09-06,3.0,2.0,26.0,1300.0,50.0,2.6,3.0,2.33,3.0,0.0,0.0,3.71,3.0,2.0,2.0,0.0,2.67,1.0,5.0,2.0,3.0,2.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,2022.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,19.0,90229.0,87518.0,7631.0,79887.0
2022-09-07,5.0,0.0,20.0,1240.0,62.0,3.4,2.0,3.0,4.0,0.0,0.0,4.83,1.0,3.0,2.5,0.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,2022.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27.0,99344.0,96576.0,10299.0,86277.0
2022-09-08,4.0,1.0,27.0,1400.0,51.85,2.33,5.5,3.33,5.0,0.0,0.0,4.25,1.5,0.0,0.0,3.0,2.67,1.0,6.0,2.0,3.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,3.0,2022.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,24.0,93585.0,90744.0,8250.0,82494.0
2022-09-09,1.0,4.0,25.0,1280.0,51.2,3.33,4.5,0.0,3.0,0.0,0.0,4.12,2.0,0.0,0.0,0.0,3.5,0.0,6.0,2.0,0.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,2022.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,24.0,99556.0,93599.0,8976.0,84623.0
2022-09-10,4.2,2.0,28.0,1554.0,55.39,3.49,3.75,3.0,3.55,0.0,0.4,4.17,1.5,1.2,0.8,2.9,1.5,0.6,6.0,3.6,2.6,1.6,0.2,0.2,8.2,1.8,0.6,0.6,1.2,1.4,2022.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,23.0,92193.0,90124.0,6035.0,84089.0
2022-09-11,2.0,2.0,29.0,1630.0,56.21,2.6,3.25,3.0,2.5,0.0,0.0,2.8,1.0,1.0,0.0,0.0,3.0,1.0,5.0,4.0,3.0,2.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,2.0,2022.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0,94199.0,92181.0,8283.0,83898.0
2022-09-12,3.0,3.0,34.0,1950.0,57.35,3.5,4.5,2.25,3.0,0.0,0.0,3.12,2.0,2.0,2.0,2.75,5.33,0.0,6.0,2.0,4.0,1.0,1.0,0.0,8.0,2.0,2.0,1.0,4.0,3.0,2022.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,29.0,102730.0,100085.0,8471.0,91614.0
2022-09-13,3.0,1.0,23.0,1450.0,63.04,3.25,4.33,2.67,3.0,0.0,0.0,4.33,0.0,0.0,2.0,0.0,3.33,0.0,4.0,3.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,3.0,2022.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,91509.0,88896.0,9046.0,79850.0
2022-09-14,5.0,1.0,29.0,1700.0,58.62,2.83,4.25,2.5,2.33,0.0,0.0,3.0,1.5,2.0,0.0,0.0,2.0,1.0,6.0,4.0,4.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,2022.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,16.0,95803.0,93173.0,12884.0,80289.0
2022-09-15,5.0,1.0,28.0,1450.0,51.79,3.0,3.67,2.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,2.5,1.0,0.0,6.0,3.0,4.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,2022.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,84918.0,82342.0,9805.0,72537.0
2022-09-16,4.0,1.0,27.0,1530.0,56.67,2.4,4.0,2.33,2.67,0.0,0.0,5.11,1.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,3.0,3.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,2.0,2022.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,21.0,99133.0,93241.0,8798.0,84443.0
2022-09-17,5.4,1.2,26.2,1399.0,53.65,3.11,3.83,2.9,3.2,0.0,0.6,3.71,1.55,1.2,0.6,1.9,2.0,0.8,6.6,2.2,2.4,1.2,0.0,0.2,7.2,2.6,0.6,0.2,1.0,2.0,2022.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,23.0,91047.0,88969.0,7974.0,80995.0
2022-09-18,4.0,0.0,21.0,1150.0,54.76,3.6,4.33,4.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,2022.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,25.0,93198.0,91177.0,7652.0,83525.0
2022-09-19,2.0,3.0,31.0,1660.0,53.55,3.67,3.5,3.5,3.0,0.0,0.0,4.0,2.0,3.5,2.0,4.0,4.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,7.0,1.0,2.0,3.0,4.0,2.0,2022.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,101958.0,99318.0,6820.0,92498.0
2022-09-20,2.0,3.0,23.0,1280.0,55.65,3.0,3.0,3.0,3.0,0.0,0.0,3.67,1.5,0.0,0.0,0.0,3.25,1.0,5.0,2.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,2022.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,18.0,89370.0,86773.0,8054.0,78719.0
2022-09-21,5.0,0.0,25.0,1400.0,56.0,3.0,3.5,2.0,3.0,0.0,0.0,3.88,1.0,1.0,0.0,0.0,4.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,2.0,2022.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,90139.0,87355.0,13743.0,73612.0
2022-09-22,3.0,2.0,27.0,1480.0,54.81,2.8,4.0,1.5,3.0,0.0,0.0,3.75,2.0,0.0,0.0,3.0,1.5,0.0,5.0,3.0,4.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,2.0,2022.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,25.0,90426.0,87840.0,9052.0,78788.0
2022-09-23,5.0,1.0,26.0,1540.0,59.23,3.83,3.33,2.67,2.5,0.0,0.0,4.38,2.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,3.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,2022.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,32.0,90042.0,84363.0,9764.0,74599.0
2022-09-24,3.4,1.8,23.2,1260.0,59.47,2.57,3.13,2.03,2.09,0.0,0.0,3.98,0.7,1.0,0.0,1.7,2.1,0.4,5.2,2.2,2.8,2.0,0.0,0.0,5.8,1.4,0.4,0.0,1.0,2.4,2022.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,27.0,90545.0,88470.0,9375.0,79095.0
2022-09-25,4.0,3.0,35.0,2060.0,58.86,4.0,4.5,2.75,3.0,0.0,1.5,3.89,1.5,3.33,0.0,4.5,4.0,1.0,7.0,2.0,4.0,1.0,1.0,2.0,9.0,2.0,3.0,0.0,2.0,2.0,2022.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,93584.0,91561.0,7415.0,84146.0
2022-09-26,5.0,3.0,28.0,1620.0,57.86,2.88,4.33,2.0,3.0,0.0,0.0,4.25,1.0,0.0,0.0,0.0,1.5,1.0,8.0,3.0,4.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,2022.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,20.0,96926.0,94299.0,7577.0,86722.0
2022-09-27,3.0,2.0,27.0,1590.0,58.89,3.2,3.0,3.5,3.5,0.0,0.0,4.89,1.5,0.0,0.0,0.0,3.0,1.0,5.0,2.0,2.0,2.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,4.0,2022.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,26.0,88898.0,86293.0,5872.0,80421.0
2022-09-28,3.0,2.0,22.0,1260.0,57.27,4.0,2.5,3.0,2.0,0.0,0.0,3.83,1.5,0.0,0.0,0.0,1.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,2022.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,19.0,89022.0,86412.0,11164.0,75248.0
2022-09-29,7.0,0.0,31.0,1480.0,47.74,2.67,2.67,2.67,3.0,0.0,0.0,3.5,1.5,4.0,3.0,2.0,1.5,1.0,6.0,3.0,3.0,2.0,0.0,0.0,8.0,2.0,2.0,1.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,21.0,90848.0,88220.0,7448.0,80772.0
2022-09-30,5.0,0.0,21.0,1160.0,55.24,2.8,3.5,1.5,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,2022.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,93358.0,87742.0,3914.0,83828.0
2022-10-01,4.0,2.8,27.2,1454.0,53.48,3.55,3.63,2.49,3.0,0.0,0.0,3.73,1.5,0.6,0.7,2.3,2.08,0.6,6.6,2.4,3.8,1.0,0.0,0.0,6.8,2.0,0.2,0.4,1.4,2.6,2022.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,89615.0,87674.0,9031.0,78643.0
2022-10-02,4.0,1.0,28.0,1620.0,57.86,2.2,3.25,6.0,2.75,0.0,0.0,4.33,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,2022.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,92641.0,90722.0,6066.0,84656.0
2022-10-03,4.0,5.0,35.0,2180.0,62.29,3.56,3.67,2.5,3.0,0.0,0.0,4.0,2.5,1.0,0.0,6.0,5.0,1.0,9.0,3.0,4.0,1.0,1.0,0.0,9.0,2.0,2.0,0.0,2.0,2.0,2022.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,102786.0,100326.0,10390.0,89936.0
2022-10-04,5.0,0.0,25.0,1360.0,54.4,2.8,3.0,2.0,3.0,0.0,2.0,3.22,0.5,0.0,0.0,0.0,3.5,0.0,5.0,3.0,2.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,2.0,2022.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,93383.0,90941.0,9995.0,80946.0
2022-10-05,4.0,1.0,22.0,1130.0,51.36,4.2,3.67,2.0,3.0,0.0,0.0,4.2,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,2022.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,19.0,92761.0,90264.0,11751.0,78513.0
2022-10-06,5.0,2.0,29.0,1450.0,50.0,3.0,3.0,3.33,3.0,0.0,0.0,3.75,1.5,0.0,0.0,2.5,2.33,1.0,7.0,3.0,3.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,3.0,2022.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,19.0,95780.0,93304.0,7126.0,86178.0
2022-10-07,4.0,0.0,20.0,1190.0,59.5,3.25,4.5,3.33,3.0,0.0,0.0,4.43,1.0,0.0,0.0,0.0,3.5,1.0,4.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,2022.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,94091.0,88536.0,8470.0,80066.0
2022-10-08,4.4,1.8,27.6,1568.0,56.85,3.48,3.52,3.13,3.5,0.0,0.4,4.25,2.1,0.8,0.0,1.8,2.65,0.4,6.6,3.0,2.6,1.6,0.2,0.2,7.4,1.8,0.4,0.0,0.6,3.2,2022.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,25.0,92567.0,90442.0,8133.0,82309.0
2022-10-09,4.0,3.0,30.0,1700.0,56.67,4.29,4.5,3.0,2.5,0.0,0.0,4.25,2.0,2.0,0.0,4.0,3.33,0.0,7.0,2.0,3.0,2.0,1.0,0.0,8.0,1.0,2.0,0.0,1.0,3.0,2022.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,24.0,94801.0,92848.0,8691.0,84157.0
2022-10-10,3.0,4.0,26.0,1360.0,52.31,3.57,3.0,1.6,2.0,0.0,0.0,3.57,0.0,0.0,5.0,0.0,2.0,0.0,7.0,2.0,5.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,2022.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,23.0,98969.0,96505.0,25700.0,70805.0
2022-10-11,5.0,0.0,27.0,1480.0,54.81,3.67,5.0,2.67,3.0,0.0,0.0,3.43,1.5,2.0,0.0,0.0,2.75,0.0,6.0,2.0,3.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,4.0,2022.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0,86797.0,84367.0,7988.0,76379.0
2022-10-12,5.0,1.0,23.0,1320.0,57.39,2.67,3.33,3.0,2.5,0.0,0.0,4.29,1.5,0.0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,2022.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,17.0,92714.0,90238.0,13725.0,76513.0
2022-10-13,4.0,1.0,27.0,1450.0,53.7,2.8,3.0,2.67,3.0,0.0,0.0,3.71,1.5,0.0,0.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,2.0,2022.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,20.0,94176.0,91696.0,9440.0,82256.0
2022-10-14,5.0,1.0,23.0,1230.0,53.48,3.6,2.5,2.5,3.0,0.0,0.0,4.83,1.5,0.0,0.0,3.0,2.5,0.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,19.0,93302.0,87678.0,10586.0,77092.0
2022-10-15,3.6,1.8,28.0,1534.0,54.56,3.44,4.83,3.22,3.4,0.0,0.9,4.18,1.5,2.47,0.0,3.8,2.8,0.8,5.8,2.4,3.4,1.0,0.2,0.6,8.0,1.8,1.2,0.0,1.6,2.0,2022.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0,93730.0,91345.0,8007.0,83338.0
2022-10-16,3.0,1.0,20.0,1080.0,54.0,2.4,3.5,5.5,2.0,0.0,0.0,5.4,0.0,1.0,3.0,6.0,2.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,2022.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,94288.0,92112.0,10055.0,82057.0
2022-10-17,5.0,2.0,28.0,1470.0,52.5,2.57,3.25,3.0,4.0,0.0,0.0,4.0,1.5,3.0,0.0,0.0,2.33,0.0,7.0,4.0,3.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,3.0,2022.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,17.0,99667.0,96208.0,7887.0,88321.0
2022-10-18,4.0,0.0,24.0,1410.0,58.75,3.75,4.0,1.0,3.0,0.0,0.0,3.75,1.0,2.0,0.0,4.0,2.25,0.0,4.0,3.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,4.0,2022.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,20.0,92521.0,89811.0,8145.0,81666.0
2022-10-19,3.0,2.0,28.0,1500.0,53.57,3.0,4.0,2.4,2.5,0.0,3.33,2.6,1.5,3.0,0.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,1.0,2.0,2022.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,30.0,92312.0,89703.0,12543.0,77160.0
2022-10-20,3.0,2.0,24.0,1400.0,58.33,3.2,4.0,2.33,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.5,3.33,1.0,5.0,3.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,3.0,2022.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,23.0,91040.0,88530.0,8841.0,79689.0
2022-10-21,4.0,1.0,21.0,1080.0,51.43,3.0,3.0,2.0,3.0,0.0,0.0,3.33,1.5,0.0,0.0,0.0,2.5,0.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,2022.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,11.0,93983.0,88436.0,11277.0,77159.0
2022-10-22,4.0,1.8,26.0,1498.0,57.55,3.7,3.6,2.4,2.8,0.0,0.6,3.95,1.75,0.8,0.0,1.4,1.85,0.8,5.8,2.6,2.4,1.6,0.2,0.2,7.0,2.2,0.4,0.0,1.0,2.6,2022.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,15.0,92231.0,90179.0,8910.0,81269.0
2022-10-23,3.0,2.0,23.0,1300.0,56.52,2.6,5.0,3.0,3.0,0.0,0.0,3.12,0.5,0.0,0.0,0.0,2.33,1.0,5.0,2.0,2.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,2022.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,94302.0,92274.0,8149.0,84125.0
2022-10-24,5.0,3.0,32.0,2030.0,63.44,1.88,2.0,1.0,3.0,0.0,0.0,3.22,1.0,5.0,2.0,3.0,1.5,1.0,8.0,4.0,2.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,98497.0,95956.0,7696.0,88260.0
2022-10-25,0.0,0.0,1.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,91426.0,88882.0,9371.0,79511.0
2022-10-26,3.0,3.0,24.0,1300.0,54.17,3.0,0.0,2.0,3.0,0.0,2.0,3.62,1.0,2.0,0.0,0.0,4.67,0.0,7.0,0.0,1.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,3.0,2022.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,91907.0,89350.0,12633.0,76717.0
2022-10-27,2.0,4.0,25.0,1340.0,53.6,4.17,4.5,3.33,4.0,0.0,0.0,4.33,2.5,2.0,0.0,3.0,3.5,0.0,6.0,2.0,3.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,2.0,2022.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,19.0,92586.0,90074.0,7006.0,83068.0
2022-10-28,3.0,2.0,27.0,1500.0,55.56,3.57,3.67,2.0,2.0,0.0,0.0,4.0,0.5,0.0,0.0,3.5,4.0,1.0,7.0,3.0,4.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2022.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,16.0,91828.0,86250.0,5911.0,80339.0
2022-10-29,3.8,1.6,23.2,1230.0,58.15,2.85,3.07,2.26,1.89,0.0,0.6,4.09,0.6,1.2,0.0,1.4,1.63,0.4,5.4,2.2,2.8,2.2,0.0,0.2,5.8,1.4,0.6,0.0,0.6,2.0,2022.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,23.0,91245.0,89164.0,10936.0,78228.0
2022-10-30,3.0,2.0,23.0,1310.0,56.96,4.2,5.0,4.33,3.0,0.0,0.0,3.86,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,2022.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,20.0,93895.0,91952.0,5366.0,86586.0
2022-10-31,3.0,4.0,29.0,1560.0,53.79,3.56,3.67,1.33,5.0,0.0,0.0,4.71,2.0,0.0,0.0,3.0,2.0,1.0,9.0,3.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,2.0,2022.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,97054.0,94572.0,4731.0,89841.0
2022-11-01,4.0,4.0,26.0,1480.0,56.92,3.5,4.5,3.0,3.5,0.0,0.0,4.38,0.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2022.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,15.0,81508.0,79118.0,13776.0,65342.0
2022-11-02,2.0,4.0,28.0,1480.0,52.86,2.67,4.5,3.33,2.0,0.0,0.0,4.33,0.5,0.0,2.5,0.0,1.0,0.0,6.0,4.0,3.0,1.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,1.0,2022.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,13.0,90438.0,87977.0,13523.0,74454.0
2022-11-03,4.0,2.0,29.0,1600.0,55.17,3.17,4.0,3.0,2.0,0.0,3.0,4.11,1.5,0.0,0.0,4.0,1.5,1.0,6.0,3.0,3.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,2.0,2.0,2022.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,30.0,90515.0,88041.0,10742.0,77299.0
2022-11-04,5.0,0.0,27.0,1530.0,56.67,4.0,6.0,3.0,2.0,0.0,0.0,3.75,1.0,3.0,0.0,0.0,2.4,1.0,5.0,2.0,3.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,5.0,2022.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,90087.0,84490.0,8848.0,75642.0
2022-11-05,3.6,2.0,25.8,1366.0,53.0,3.15,3.58,2.23,2.93,0.0,0.0,3.84,1.9,1.0,1.1,0.5,2.03,0.8,5.4,2.8,3.0,1.8,0.0,0.0,6.6,2.0,0.8,0.6,0.4,2.4,2022.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,89318.0,87302.0,7772.0,79530.0
2022-11-06,3.0,3.0,29.0,1570.0,54.14,3.38,2.25,2.67,5.0,0.0,0.0,4.43,4.0,2.0,0.0,5.0,2.0,0.0,8.0,4.0,3.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,2.0,2022.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,15.0,92675.0,90702.0,8138.0,82564.0
2022-11-07,3.0,3.0,27.0,1520.0,56.3,4.0,3.33,2.8,3.0,0.0,0.0,3.88,1.5,0.0,0.0,0.0,2.0,1.0,6.0,3.0,5.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,2022.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,15.0,96073.0,93573.0,7839.0,85734.0
2022-11-08,7.0,0.0,26.0,1500.0,57.69,3.71,5.0,3.0,5.0,0.0,0.0,3.43,1.5,0.0,0.0,0.0,3.0,1.0,7.0,2.0,4.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,2022.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,88667.0,85834.0,9212.0,76622.0
