id,fecha,day,month,year,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
030624nacional,06/03/2024,Wednesday,March,2024,nacional,21 dias sufriendo dolor y sin ser operado,pacientes aguantan semanas con severos padecimientos debido a la crisis en el hospital san juan de dios,4,0,2,0,0,0,2,0,0,0,1,modelo,1,8,17,84150,81713,16002,65711
030724nacional,07/03/2024,Thursday,March,2024,nacional,asesino lo esperaba en su trabajo,muere al sufrir 13 balazos,4,0,1,1,0,0,2,0,0,0,1,deporte,1,6,5,71208,68729,10849,57880
030824nacional,08/03/2024,Friday,March,2024,nacional,turba persigue y vapulea a presuntos asaltantes,pobladores descubren a hombres cuando cometian fechorias los capturan golpean y casi les prenden fuego,5,0,2,0,1,0,2,0,0,0,1,modelo,1,7,15,84657,80871,12136,68735
030924nacional,09/03/2024,Saturday,March,2024,nacional,queda muerto en su vehiculo,trabajaba como enderezador sicario dispara 19 veces,5,0,2,0,0,0,3,0,0,0,1,modelo,1,5,7,70010,68020,8715,59305
031024nacional,10/03/2024,Sunday,March,2024,nacional,toman venganza,disparan contra menores de edad en represalia por asesinato ocurrido el viernes en la zona 3,5,0,2,0,0,0,3,0,0,0,0,deporte,0,2,16,72383,70430,9224,61206
031124nacional,11/03/2024,Monday,March,2024,nacional,ninera asesino a bebe,policia captura a trabajadora por participar en la muerte de menor de 1 ano,4,0,3,0,0,0,1,0,0,0,1,internacional,1,4,14,78418,75988,10681,65307
031224nacional,12/03/2024,Tuesday,March,2024,nacional,gemelas quedan atrapadas entre las llamas,hermanitas de 3 anos estaban solas en su vivienda se presume que por un leno con fuego comenzo el incendio,4,0,3,0,0,0,1,0,0,0,1,modelo,1,6,20,70528,68104,8287,59817
031324nacional,13/03/2024,Wednesday,March,2024,nacional,tiroteado mientras conducia,acribillan a piloto asesinos le aciertan 11 balazos ya lo esperaban en parada de bus,4,0,3,0,0,0,1,0,0,0,1,deporte,1,3,15,82963,80534,18024,62510
031424nacional,14/03/2024,Thursday,March,2024,nacional,cae 57 extorionistas,en 81 allanamientos hubo capturas e incautan armas y drogas,4,0,0,1,0,0,3,0,0,0,1,deporte,0,3,10,71350,68931,9537,59394
031524nacional,15/03/2024,Friday,March,2024,nacional,matones acribillan a comerciante,vendedor de gas descansaba en un sillon cuando dos hombres le dispararon en la cabeza,5,0,3,0,0,0,1,1,0,0,1,deporte,1,4,15,79457,75632,12235,63397
031624nacional,16/03/2024,Saturday,March,2024,nacional,habran abusado de mas de 50 mujeres,capturan a supuesta banda de mototaxistas que agredian sexualmente de sus victimas cuando solicitaban carrera,4,0,1,1,0,0,2,0,0,0,1,deporte,1,7,15,69510,67525,8267,59258
031724nacional,17/03/2024,Sunday,March,2024,nacional,ola de violencia deja tres muertos,en dos ataques fallece una persona que iba a comprar viveres y dos en una tienda,5,0,0,1,1,0,2,1,0,0,1,politica,0,6,16,71787,69820,9821,59999
031824nacional,18/03/2024,Monday,March,2024,nacional,hijo ataca a golpes a su mama,pierde el control cuando le pide que deje de beber y la agrede con un leno,4,0,2,1,0,0,1,0,0,0,1,deporte,0,7,16,74201,71785,7790,63995
031924nacional,19/03/2024,Tuesday,March,2024,nacional,no unirse a la mara les cuesta la vida,presuntos pandilleros asesinan a balazos a pareja cerca de escuela,4,0,3,0,1,0,0,0,0,0,1,deporte,0,9,10,68936,66513,6517,59996
032024nacional,20/03/2024,Wednesday,March,2024,nacional,balacera mortal frente a hospital,ataque siembra panico ante pacientes mueren un reo y un guardia del sistema penitenciario,4,0,2,0,0,0,2,0,0,0,1,modelo,1,5,14,78023,75620,15131,60489
032124nacional,21/03/2024,Thursday,March,2024,nacional,habria matado a su esposa por celos,hombre le quita la vida porque supuestamente le encuentra hablando por telefono,4,0,3,0,0,0,1,0,0,0,1,internacional,0,7,12,70261,67833,9052,58781
032224nacional,22/03/2024,Friday,March,2024,nacional,escuelas en la mira de pandillas,seis de cada 10 mareros fueron reclutados en establecimientos educativos,4,0,0,1,0,0,3,0,0,0,1,modelo,1,6,10,79569,75758,7896,67862
032324nacional,23/03/2024,Saturday,March,2024,nacional,ataque armado fuera de escuela,disparan contra adolescente de 14 anos cuando iba a dejar a su sobrina,3,0,2,0,0,0,1,0,0,0,1,deporte,1,5,13,69441,67399,6041,61358
032424nacional,24/03/2024,Sunday,March,2024,nacional,viaje termina en tragedia,dos murieron ahogados en las playas publicas del lago de atitlan familiares intentaron rescatarlos,4,0,0,1,2,1,0,0,0,0,1,deporte,0,4,14,70073,68077,11267,56810
032524nacional,25/03/2024,Monday,March,2024,nacional,devocion y fervor en domingo de ramos,fieles participan en procesiones para honrar el ingreso de jesus a jerusalen e iniciar la semana santa,5,0,2,1,0,0,2,0,0,0,1,publicidad externa,0,7,17,73105,70638,5696,64942
032624nacional,26/03/2024,Tuesday,March,2024,nacional,jornada de accidente mortales,percances viales en el pais dejan 5 personas muertas y al menos 26 heridas,4,0,0,0,2,0,2,0,0,0,1,modelo,1,4,14,68314,65879,3483,62396
032724nacional,27/03/2024,Wednesday,March,2024,nacional,dos guatemaltecos entre las victimas,trabajaban reparando el asfalto del puente en baltimore estados unidos,4,0,1,1,0,0,1,1,0,0,1,modelo,1,5,10,67404,64964,6003,58961
032824nacional,28/03/2024,Thursday,March,2024,nacional,vestidos de pnc atacan a fiscal,comando mata a mama y a custodio de la jefa de la fiscalia liquidadora ella sobrevive al atentado,3,0,2,0,0,0,1,0,0,0,1,deporte,1,6,18,59629,56155,8677,47478
033124nacional,31/03/2024,Sunday,March,2024,nacional,desafian el calor,invasion de veraneantes en playas balnearios y rios,4,0,0,0,0,0,3,1,0,0,1,modelo,1,3,8,63908,62012,5862,56150
040224nacional,02/04/2024,Tuesday,April,2024,nacional,ataques mortales,cinco amigos conversaban en una tienda cuando los balean dos murieron cerca de basurero,3,0,2,0,0,0,1,0,0,0,1,deporte,1,2,14,68626,66182,7252,58930
040324nacional,03/04/2024,Wednesday,April,2024,nacional,balean a taxistas,esperaban a sus clientes cerca del mercado la terminal cuando les disparan uno queda en la banqueta,4,0,3,0,0,1,0,0,0,0,1,modelo,1,3,17,69401,66905,9867,57038
040424nacional,04/04/2024,Thursday,April,2024,nacional,disputa de narcos,enfrentamiento entre grupos criminales dejan 10 muertos y 13 guatemaltecos detenidos en chiapas,3,0,0,1,0,1,1,0,0,0,1,deporte,1,3,13,69407,66917,7385,59532
040524nacional,05/04/2024,Friday,April,2024,nacional,perros se devoraban cadaver,hombre habria muerto hace 15 dias por neumonia,4,0,3,0,0,1,0,0,0,0,1,deporte,1,4,8,68852,65365,6912,58453
040624nacional,06/04/2024,Saturday,April,2024,nacional,asesinan a alcalde,danny chavajay jefe edil de san juan la laguna fue asesinado dentro de su vivienda,4,1,3,0,0,0,0,0,0,0,1,modelo,1,3,15,69928,67861,7085,60776
040724nacional,07/04/2024,Sunday,April,2024,nacional,emboscado ex jefe de pm de ayutla,hombres con fusiles lo acribillan junto a su acompanante tambien extrabajadores de la comuna,4,0,0,1,0,0,3,0,0,0,1,deporte,0,7,14,70693,68784,6224,62560
040824nacional,08/04/2024,Monday,April,2024,nacional,choca por escapar de pnc,piloto transportaba a familia de migrantes y muere en accidente extranjeros sobreviven,3,0,1,0,1,0,1,0,0,0,1,deporte,0,5,12,72848,70298,6212,64086
040924nacional,09/04/2024,Tuesday,April,2024,nacional,incendio ha sido liquidado en un 40%,detectan seis tipos de contaminantes en el aire daninos para la salud,4,0,0,0,1,0,3,0,0,0,1,deporte,1,7,12,68932,66402,6710,59692
041024nacional,10/04/2024,Wednesday,April,2024,nacional,trafican por aire tierra y mar,unas 12 organizaciones de narcotraficantes burlan a las autoridades para transportar droga por el país rumbo a méxico y estados unidos,3,0,1,0,0,0,2,0,0,0,1,modelo,1,6,21,78117,75597,13299,62298
041124nacional,11/04/2024,Thursday,April,2024,nacional,estado de calamidad por incendios,aseguran que el 80% de los siniestros sin provocados gobierno contara con q110 millones para extinguir las llamas,4,0,1,1,0,1,1,0,0,0,1,deporte,0,5,18,70038,67505,7554,59951
041224nacional,12/04/2024,Friday,April,2024,nacional,arrestan a fiscal por lavado de dinero,la detenida es mirian reguero quien ha sido victima de dos atentados,4,2,1,0,0,0,0,0,1,0,1,deporte,1,7,12,77845,74020,11702,62318
041324nacional,13/04/2024,Saturday,April,2024,nacional,470 menores han quedado embarazadas,ninas entre 10 y 14 anos se han convertido en madres huehuetenango alta verapaz quinche y guatemala los departamentos con mayor incidencia,4,1,1,1,0,0,1,0,0,0,1,deporte,1,5,22,68987,66878,7812,59066
041424nacional,14/04/2024,Sunday,April,2024,nacional,linchan y queman a 4 hombres,sorprenden a supuestos robacarros cuando estaban por llevasrse un vehiculo,4,0,2,0,0,0,1,0,1,0,1,deporte,0,6,10,72282,70265,7525,62740
041524nacional,15/04/2024,Monday,April,2024,nacional,accidente fatal,mueren cinco sembradores de cana qye transportaban en picop,4,0,0,1,1,1,0,0,1,0,1,deporte,0,2,9,74304,71772,6860,64912
041624nacional,16/04/2024,Tuesday,April,2024,nacional,se queda sin freno,trailer embiste microbus y mata tres mujeres,4,0,2,0,1,0,1,0,0,0,1,deporte,0,4,7,68526,65971,6743,59228
041724nacional,17/04/2024,Wednesday,April,2024,nacional,tiran cuerpos en barrancos,dos fueron dejados envueltos en sabanas en mixco y uno mas en san jose pinula,4,0,2,1,0,0,1,0,0,0,1,deporte,1,4,15,76591,74097,12326,61771
041824nacional,18/04/2024,Thursday,April,2024,nacional,100 mujeres asesinadas en el 2024,ayer dejaron abandonados dos cuerpos envueltos en sabanas y uno mas dentro de una alcantarilla,4,0,0,2,1,0,1,0,0,0,1,deporte,1,6,15,72264,69762,9258,60504
041924nacional,19/04/2024,Friday,April,2024,nacional,marero trata de evitar su caida,el lobo jefe del barrio 18 habria ordenado asesinatos para impedir plan para quitarle el mando,4,0,0,1,1,0,2,0,0,0,1,deporte,1,6,16,75769,72021,10899,61122
042024nacional,20/04/2024,Saturday,April,2024,nacional,mueren intoxicados,tragedia deja tres fallecidos uno se envenena al bajar al pozo y dos al intentar rescatarlo,4,0,0,0,1,3,0,0,0,0,1,deporte,1,2,16,68248,66173,8040,58133
042124nacional,21/04/2024,Sunday,April,2024,nacional,capturan a policias por ejecucion,agentes habrian ultimado a golpes a ciudadano canadiense y desaparecido a su acompañante en subestacion de san andres itzapa,3,0,0,0,2,0,1,0,0,0,1,deporte,0,5,19,70709,68699,8133,60566
042224nacional,22/04/2024,Monday,April,2024,nacional,quisieron ocultar crimen,policias confiesan ante juez asesinato de canadiense a manos de jefe de subestacion otra victima sigue desaparecida,3,0,0,1,0,1,1,0,0,0,1,publicidad propia,0,3,17,73332,70824,5782,65042
042324nacional,23/04/2024,Tuesday,April,2024,nacional,comando armado mata a familia,ingresan a vivienda disparandi para robar 40 mil quetzales asesinan a dos y hieren a otros dos,3,0,1,1,0,0,1,0,0,0,1,deporte,1,5,17,68185,65694,6358,59336
042424nacional,24/04/2024,Wednesday,April,2024,nacional,capturan a supuesto asesino de mujeres,el zombie miembro del barrio 18 habria acabado con la vida de al menos tres personas,4,1,1,0,0,2,0,0,0,0,1,modelo,1,6,16,74963,72117,13612,58505
042524nacional,25/04/2024,Thursday,April,2024,nacional,asesinada frente a su bebe,mujer que vendia paca abre puerta de su casa y re3cibe disparo mortal delante de su hijo de 2 anos,4,0,1,0,0,0,3,0,0,0,1,deporte,0,5,20,70913,68423,8699,59724
042624nacional,26/04/2024,Friday,April,2024,nacional,q106 millones exigian en extorsiones,584 ciudadanos pagaron a los maleantes autoridades dicen qye llamadas salen de 7 carceles,4,0,0,1,1,0,2,0,0,0,1,modelo,1,5,14,73883,70192,8118,62074
042724nacional,27/04/2024,Saturday,April,2024,nacional,dos muertos y 22 heridos en accidente,bus vuelca en curva que ha sido escenario de multiples percances,4,0,0,0,1,3,0,0,0,0,1,deporte,1,7,11,69126,67114,9695,57419
042824nacional,28/04/2024,Sunday,April,2024,nacional,zona 3 la mas violenta,en menos de cuatro meses se registrado 26 crimenes,3,0,0,0,0,3,0,0,0,0,1,deporte,0,5,9,72020,70061,7557,62504
042924nacional,29/04/2024,Monday,April,2024,nacional,desnutricion aumenta 93%,guatemala escuintla y alta verapaz ocupan los primeros lugares comparado con 2023,4,0,1,1,0,1,1,0,0,0,1,deporte,1,3,12,74471,72026,7581,64445
043024nacional,30/04/2024,Tuesday,April,2024,nacional,barcena bajo amenazas,supuestos pandilleros intimidan a comerciantes con volantes y disparos contra locales los patrulleros anuncian medida,4,0,0,0,0,0,3,0,1,0,1,deporte,1,3,15,68249,65771,4218,61553
050124nacional,01/05/2024,Wednesday,May,2024,nacional,alerta por dengue,a la fecha las autoridades reportan 14 mil 697 casos en al menos 12 departamentos,5,0,0,1,0,1,3,0,0,0,1,deporte,1,3,15,67134,64689,13773,50916
050224nacional,02/05/2024,Thursday,May,2024,nacional,van 798 muertos en hechos de transito,en el ultimocaso un piloto ebrio embistio a una familia fallecieron dos,4,0,1,1,0,0,2,0,0,0,1,deporte,0,7,12,70631,68188,8939,59249
050324nacional,03/05/2024,Friday,May,2024,nacional,entre cemento blocks y amistad,feliz dia a los albaniles quienes con sus maos construyen un mejor pais,4,0,0,1,1,2,0,0,0,0,1,deporte,0,5,13,69773,66057,8364,57693
050424nacional,04/05/2024,Saturday,May,2024,nacional,204 camiones involucrados en accidentes,dos mil 771 percances han ocurrido en los primeros cuatro meses en las carreteras del pais,3,0,0,0,0,3,0,0,0,0,1,deporte,1,5,16,68511,66463,8092,58371
050524nacional,05/05/2024,Sunday,May,2024,nacional,los masacran por robar melones,disparan unas 50 veces contra 4 personas que se movilizaban en motitaxi,4,0,2,0,1,1,0,0,0,0,1,deporte,1,5,12,71098,69087,7775,61312
050624nacional,06/05/2024,Monday,May,2024,nacional,muerto en festejo de 15 anos,ingresa a servicio religioso mata a machetazos a un hombre y hiere a otras dos personas personas,4,1,1,1,0,1,0,0,0,0,1,deporte,1,6,17,74918,72427,7438,64989
050724nacional,07/05/2024,Tuesday,May,2024,nacional,acribillan a comerciantes,el propietario de varios depósitos fue sorprendido por dos hombres que lo mataron cuando descargaba producto,4,1,3,0,0,0,0,0,0,0,1,deporte,0,3,16,68086,65619,6785,58834
050824nacional,08/05/2024,Wednesday,May,2024,nacional,cc ampara a fiscal general,iniciativa planteada por el presidente para remover a consuelo porras no avanza porque diputados no llegan a sesion,3,1,0,1,0,1,0,0,0,0,1,deporte,1,5,18,71132,68464,11735,56729
050924nacional,09/05/2024,Thursday,May,2024,nacional,otra noche magica,real madrid remonta sobre la hora y jugara la final contra el dortmun el 1 de junio,3,0,0,1,0,2,0,0,0,0,1,deporte,1,3,17,69621,67117,8917,58200
051024nacional,10/05/2024,Friday,May,2024,nacional,felicidades en tu dia madrecita,honramos a las mujeres que nos dieron la vida y nos criaton con amor y dedicacion,4,1,2,0,0,1,0,0,0,0,1,internacional,1,5,16,68484,64626,8502,56124
051124nacional,11/05/2024,Saturday,May,2024,nacional,cae desde puente,dos muertos y 20 heridos cuando bus se precipita,4,0,0,0,2,0,2,0,0,0,1,deporte,1,3,9,68092,65969,7936,58033
051224nacional,12/05/2024,Sunday,May,2024,nacional,capturado por secuestro expres,tres hombres retenian a mujer en taxi pirata,4,0,0,1,0,0,3,0,0,0,1,deporte,1,4,8,70537,68481,8158,60323
051324nacional,13/05/2024,Monday,May,2024,nacional,sicarios asesinan a hermanos,uno intento alcanzar a los matones pero los acribillaron,4,0,1,1,0,1,1,0,0,0,1,deporte,1,4,9,74067,71549,6916,64633
051424nacional,14/05/2024,Tuesday,May,2024,nacional,balacera en carretera,conductor de carro dispara contra autobus porque no le dio la via según la pnc una persona muere y cuatro quedan heridas,4,0,2,0,0,2,0,0,0,0,1,deporte,1,3,22,67617,65015,7673,57342
051524nacional,15/05/2024,Wednesday,May,2024,nacional,muerte en taxi pirata,guardias que habian solicitado viaje matan a piloto y copiloto de la unidad cuando intentaba defenderse defenderse de un asalto,4,0,2,1,0,0,1,0,0,0,1,deporte,1,4,20,71013,68489,11434,57055
051624nacional,16/05/2024,Thursday,May,2024,nacional,asesinan a esposo por una herencia,tribunal la condena a 28 anos de prision por cometer crimen junto a una amiga para quedarse con q125 mil,3,0,0,0,0,1,1,0,1,0,1,publicidad propia,1,6,20,68594,66037,9966,56071
051724nacional,17/05/2024,Friday,May,2024,nacional,5 asesinados por comando armado,un grupo de presuntos patrulleros intercepta a supuestos mareros que amedrentaban en barcena,4,0,2,0,0,2,0,0,0,0,1,publicidad propia,1,5,13,69409,65639,9663,55976
051824nacional,18/05/2024,Saturday,May,2024,nacional,fuego en carretera,camion cisterna se incendia y detiene el trafico en el atlantico mientras bomberos evitan que las llamas se extiendan a gasolinera,3,1,0,0,0,0,2,0,0,0,1,modelo,1,3,21,66939,64823,6596,58227
051924nacional,19/05/2024,Sunday,May,2024,nacional,fiesta en discoteca finaliza con 4 muertos,comando armado se estaciona frente a establecimiento seis hombres se bajan y comienzan a disparar,4,0,2,0,0,2,0,0,0,0,1,deporte,1,7,15,69713,67650,7673,59977
052024nacional,20/05/2024,Monday,May,2024,nacional,conquistan la 32,municipal es campeon despues de cuatro anos y medio e iguala en titulos a comunicaciones,3,0,0,1,1,1,0,0,0,0,1,deporte,1,3,15,73379,70843,6728,64115
052124nacional,21/05/2024,Tuesday,May,2024,nacional,20 atentados contra taxis pirata,en 2024 van 15 pilotos asesinados mp advierte a usuarios para no ser victimas de robo violacion o agresion sexual,4,1,3,0,0,0,0,0,0,0,1,deporte,1,5,20,66156,63624,6718,56906
052224nacional,22/05/2024,Wednesday,May,2024,nacional,carretera bajo fuego,empresario y escoltas spr´rendidos en ruta al pacifico por un grupo de sicarios,4,1,1,0,0,1,0,0,1,0,1,deporte,1,3,13,69118,66585,10693,55892
052324nacional,23/05/2024,Thursday,May,2024,nacional,lo mata porque no le vendio licor fiado,ebrio se enoja cuando le niegan producto regresa con pistola y asesina a tendero,4,0,2,0,0,1,1,0,0,0,1,deporte,0,8,14,67657,65102,7542,57560
052424nacional,24/05/2024,Friday,May,2024,nacional,crisis por falta de agua,hospital san juan de dios necesita cada horas unas 336 pipas con 15 mil galones para su funcionamiento y limpieza,4,0,0,0,1,0,2,0,1,0,1,deporte,1,5,20,68667,64931,8058,56873
052524nacional,25/05/2024,Saturday,May,2024,nacional,mareros persiguen a pareja,mecanico muere y su novia queda herida cuando iban a trabajar,4,0,1,1,0,2,0,0,0,0,1,deporte,1,4,11,66078,64029,6500,57529
052624nacional,26/05/2024,Sunday,May,2024,nacional,descanse en paz jorge pop,(20-10-2005/25*05-2024),4,0,0,0,0,4,0,0,0,0,1,internacional,1,5,1,71457,69431,6010,63421
052724nacional,27/05/2024,Monday,May,2024,nacional,adios a farruko pop,salen a la carretera para despedirlo con globos carteles y lagrimas mientras que el mp allana una vivienda y captura a dos mareros,4,0,2,1,0,0,1,0,0,0,1,deporte,0,4,23,72111,69618,4620,64998
052824nacional,28/05/2024,Tuesday,May,2024,nacional,su sueno era regalarnos una casa,los papas de farruko demandan justicia hace dos anos dejo su vivienda lleno de ilusiones y ayer volvio en un ataud,4,0,0,0,0,0,4,0,0,0,1,deporte,1,6,21,66365,63872,6323,57549
052924nacional,29/05/2024,Wednesday,May,2024,nacional,despiden a farruko pop,en medio de lagrimas y recuerdos familiares y amigos le dan el ultimo adios al cantante asesinado,4,0,0,0,0,0,4,0,0,0,1,deporte,1,4,17,68229,65774,4424,61350
053024nacional,30/05/2024,Thursday,May,2024,nacional,escuelas cerradas por amenzas,plantel suma dos dias clausurado vecinos cuentan que viven temerosos por las pandillas y por eso no salen de su casa,4,0,2,0,0,2,0,0,0,0,1,deporte,1,4,21,67381,64873,2016,62857
053124nacional,31/05/2024,Friday,May,2024,nacional,capturados por masacre en fiesta de 15 anos,son los supuestos responsables de matar a cuatro personas entre ellas una nina de un ano,4,0,4,0,0,0,0,0,0,0,1,deporte,1,8,16,67330,63468,816,62652
060124nacional,01/06/2024,Saturday,June,2024,nacional,pandillas acechan a jovenes,onu emite alerta oir incremento de menores que son reclutados por mareros,4,0,0,0,0,0,4,0,0,0,1,deporte,1,4,12,66000,64217,21479,42738
060224nacional,02/06/2024,Sunday,June,2024,nacional,la 15 es real,el madrid consquisto la champions league tran vencer 2 0 al dourmont en la final de wembley,4,0,0,1,0,2,1,0,0,0,1,deporte,0,4,17,70870,69129,6559,62570
060324nacional,03/06/2024,Monday,June,2024,nacional,aniquilan el infierno,reestructuran penal y trasladan a 225 mareros tenian minizoologico hasta con cocodrilos,3,0,0,1,0,1,1,0,0,0,1,deporte,0,3,12,70983,69187,5807,63380
060424nacional,04/06/2024,Tuesday,June,2024,nacional,ataque mortal contra taxistas,conductor muere por las balas otro que estaba estacionado cerca por un infarto,4,0,1,1,1,1,0,0,0,0,1,publicidad propia,1,4,13,66843,63633,7340,56293
060524nacional,05/06/2024,Wednesday,June,2024,nacional,deportaciones inmediatas,autoridades estadounidenses implementan nuevas medidas para retornar migrantes de forma expres y suspenden las posibilidades de pedir asilo,4,0,1,1,0,1,1,0,0,0,1,deporte,1,2,18,67355,64771,9333,55438
060624nacional,06/06/2024,Thursday,June,2024,nacional,goleada que ilusiona,la selección nacional comenzo arrasando el cmaino al mundial 2026,3,0,1,1,0,1,0,0,0,0,1,deporte,1,3,10,68072,65492,7907,57585
060724nacional,07/06/2024,Friday,June,2024,nacional,taxis de la muerte,policia encuentra a piloto de transporte pirata trasladando cuerpos empaquetados para tirarlos a la calle,4,1,3,0,0,0,0,0,0,0,1,deporte,1,4,15,67939,64185,7498,56687
060824nacional,08/06/2024,Saturday,June,2024,nacional,pedian q300 mil por quinceanera,policia rescata a joven y atrapa a secuestradores,4,0,1,1,0,0,2,0,0,0,1,deporte,1,5,8,65914,63828,6987,56841
060924nacional,09/06/2024,Sunday,June,2024,nacional,paso perfecto,la selección llego ayer a seis puntos en dos partidos de la eliminatoria mundialista que volvera a disputarse hasta junio del 2025,4,0,0,1,1,1,1,0,0,0,1,deporte,0,2,22,69825,67741,8127,59614
061024nacional,10/06/2024,Monday,June,2024,nacional,percances mortales,una mujer un bebe y un hombre fallecen durante serie de accidentes en el pais,4,0,2,1,0,0,1,0,0,0,1,publicidad propia,1,2,15,71029,68483,6861,61622
061124nacional,11/06/2024,Tuesday,June,2024,nacional,nino muerto a golpes,menor de 4 anos habria sido arrebatado de los brazos de su mama,4,0,3,0,1,0,0,0,0,0,1,deporte,1,4,13,65640,63144,5998,57146
061224nacional,12/06/2024,Wednesday,June,2024,nacional,669 mil personas afectadas por las lluvias,inundaciones derrumbes y desbordamiento de rios y perdidas de cultivos son parte de los efefctos del invierno,4,0,0,0,1,2,0,0,1,0,1,deporte,1,7,17,66966,64464,10477,53987
061324nacional,13/06/2024,Thursday,June,2024,nacional,habria matado a su hijo,madre de menor muerto a golpes fue capturada mp la sindica de maltrato investigan a padrastro,4,0,2,0,0,0,2,0,0,0,1,deporte,1,5,16,66432,63932,6623,57309
061424nacional,14/06/2024,Friday,June,2024,nacional,10 mil puntos en riesgo,ruta palin- escuintla es una de las mas afectadas y dificultara el transito de unos 28 mil vahiculos cada dia,4,0,0,2,0,1,1,0,0,0,1,deporte,0,5,20,66811,63067,6996,56071
061524nacional,15/06/2024,Saturday,June,2024,nacional,contra messi no se puede,guatemala tuvo sus ratos buenos ante la campeona del mundo,4,0,1,1,0,2,0,0,0,0,1,publicidad propia,1,5,10,66050,63954,8076,55878
061624nacional,16/06/2024,Sunday,June,2024,nacional,asesinado en extremo de buses,victima queda en puesto de verduras dos cadaveres mas son hallados en distintos lugares,5,0,2,1,0,1,1,0,0,0,1,publicidad propia,1,5,14,68417,66430,11080,55350
061724nacional,17/06/2024,Monday,June,2024,nacional,100 mil afectados por tormenta,sistema de baja presion azota 12 departamentos hay 2 fallecidos,4,0,0,1,0,3,0,0,0,0,1,deporte,0,5,10,69885,67384,10011,57373
061824nacional,18/06/2024,Tuesday,June,2024,nacional,146 carreteras danadas tras las lluvias,el recuento tambien contempla cinco fallecidos y 1 millon 395 mil personas afectadas,4,0,0,1,0,0,3,0,0,0,1,deporte,0,6,13,64387,61901,6726,55175
061924nacional,19/06/2024,Wednesday,June,2024,nacional,diez muertos dejan 2 masacres contra familias,en casos distintos matones ingresaron a los ogares y dispararon sin piedad,4,0,1,1,2,0,0,0,0,0,1,deporte,1,7,12,65956,63465,10733,52732
062024nacional,20/06/2024,Thursday,June,2024,nacional,sin acceso a viveres por inundacion,familias de taxisco quedan incomunicadas y no pueden abastecerse por la lejania de sus viviendas,3,0,0,1,0,2,0,0,0,0,1,deporte,0,6,15,66719,64011,9646,54365
062124nacional,21/06/2024,Friday,June,2024,nacional,agobiados por mareros,hombre es asesinado a balazon oir presunto pandillero que lo etorsionaba mermano resulta ileso,4,0,2,1,0,0,1,0,0,0,1,deporte,1,3,14,69055,65293,11694,53599
062224nacional,22/06/2024,Saturday,June,2024,nacional,aumentan a 10 los fallecidos por lluvias,victimas son de suchitepequez san marcos quinche sacatepequez y jutiapa,4,0,1,1,0,0,2,0,0,0,1,publicidad propia,1,7,10,66044,63984,8621,55363
062324nacional,23/06/2024,Sunday,June,2024,nacional,temporal deja 2 millones de afectados,lluvia de un mes cayo en 10 dias ahora familias esperan que bajen las inundaciones en sus comunidades,4,0,0,1,1,1,1,0,0,0,1,deporte,1,6,18,68489,66476,10972,55504
062424nacional,24/06/2024,Monday,June,2024,nacional,danos por mas de q500 mil,trailero frutra viaje en el periferico pasarela era modelo para proyectos de seguridad,4,0,0,1,1,2,0,0,0,0,1,publicidad propia,0,6,13,70809,68290,7903,60387
062524nacional,25/06/2024,Tuesday,June,2024,nacional,matan a presunto delincuente,dejan cuerpo de hombre con la cabeza envuelta en una bolsa y un letrero donde lo senalan de asaltante,3,0,1,1,0,1,0,0,0,0,1,publicidad propia,0,4,19,65355,62841,7527,55314
062624nacional,26/06/2024,Wednesday,June,2024,nacional,estaba amenazado,a un hombre que manejaba mototaxi ke exigian pagar la extorsion ayer le dispararon hasta matarlo,4,0,1,1,0,0,2,0,0,0,1,deporte,1,2,16,66778,64276,4591,59685
062724nacional,27/06/2024,Thursday,June,2024,nacional,masacrados mientras cenaban,comando armado entra a casa y asesina a 4 hombres y a 2 mujeres,4,0,2,1,1,0,0,0,0,0,1,publicidad propia,1,3,14,65282,62697,7091,55606
062824nacional,28/06/2024,Friday,June,2024,nacional,lluvias de balas en el periferico,hombres disparan contra acompanantes de entierro dos mueren en el hospital,4,0,1,1,1,1,0,0,0,0,1,publicidad propia,1,6,11,69062,65289,16251,49038
062924nacional,29/06/2024,Saturday,June,2024,nacional,colapsa carretera,danos en puente deja un trailer atrapado y sin acceso a el slavador por la aduana san cristobal,4,0,1,1,1,1,0,0,0,0,1,deporte,0,2,18,66128,64020,5625,58395
063024nacional,30/06/2024,Sunday,June,2024,nacional,351 carreteras danadas,en varias rutas no hay paso como en el pacifico y el puente coloradi qye va a la frontera con el salvador,3,0,0,1,0,0,2,0,0,0,1,deporte,0,3,22,68313,66256,3713,62543
070124nacional,01/07/2024,Monday,July,2024,nacional,acribillado en la morgue,lo ultiman mientras hacia los tramites para retirar el cuerpo de su hermano asesinado,4,0,1,1,1,0,1,0,0,0,1,deporte,0,4,14,69621,67092,14641,52451
070224nacional,02/07/2024,Tuesday,July,2024,nacional,bebe estaba cerca del cadaver de su mama,bomberos rescatan ilesa a nina de 7 meses su madre fue decapitada,5,0,2,1,0,0,2,0,0,0,1,deporte,1,8,12,66668,64146,6902,57244
